%
initial structure in following format
1- np: number of particles
2- nm: number of mobile particles
3- xlo
4- xhi
4- ylo
5- yhi
6- zlo
7- zhi
8- particle_id x y z a charge
.
.
.
units are nm
%
120
120



220
200
-1.000000 
54.129349
-1.000000 
1.756467
0.000000 
27.564675
0	53.437341	0	1.011132	1	0
1	53.353824	0	4.241146	1	0
2	53.318616	0	6.964424	1	0
3	53.211463	0	8.961551	1	0
4	53.254457	0	11.891906	1	0
5	52.987584	0	15.361874	1	0
6	53.523248	0	17.418503	1	0
7	53.129349	0	20.217537	1	0
8	52.970423	0	22.991031	1	0
9	53.050206	0	26.125683	1	0
10	50.900536	0	1.000731	1	0
11	50.033562	0	4.065362	1	0
12	50.897171	0	6.231924	1	0
13	50.227079	0	9.123931	1	0
14	50.303396	0	11.765486	1	0
15	50.868771	0	14.848991	1	0
16	50.881289	0	17.538193	1	0
17	49.946141	0	20.647911	1	0
18	50.096553	0	23.049951	1	0
19	50.17711	0	25.828155	1	0
20	48.001026	0	1.215047	1	0
21	47.905125	0	3.588282	1	0
22	47.902164	0	6.3572	1	0
23	47.67069	0	8.819909	1	0
24	47.202124	0	12.348595	1	0
25	47.846542	0	14.96885	1	0
26	47.865655	0	18.024762	1	0
27	47.469131	0	20.669884	1	0
28	47.616448	0	23.668257	1	0
29	47.219722	0	25.813754	1	0
30	45.18086	0	1.119786	1	0
31	44.519584	0	4.291116	1	0
32	44.922476	0	7.029372	1	0
33	45.320631	0	8.98934	1	0
34	44.657277	0	12.042487	1	0
35	45.059352	0	14.337185	1	0
36	45.219994	0	17.60603	1	0
37	45.154748	0	20.201654	1	0
38	44.969643	0	22.770964	1	0
39	45.042124	0	26.235009	1	0
40	41.64393	0	1.004444	1	0
41	41.566402	0	4.400981	1	0
42	42.06448	0	6.608897	1	0
43	42.055394	0	8.873445	1	0
44	41.807634	0	12.512904	1	0
45	42.059701	0	14.573067	1	0
46	41.801308	0	17.455584	1	0
47	42.138474	0	20.584718	1	0
48	41.997989	0	23.323452	1	0
49	42.461138	0	25.832395	1	0
50	38.826861	0	1.285105	1	0
51	39.449171	0	4.25676	1	0
52	39.346507	0	7.157986	1	0
53	39.307238	0	9.496765	1	0
54	39.414882	0	12.412562	1	0
55	39.896202	0	14.797945	1	0
56	38.888372	0	17.165662	1	0
57	39.35004	0	20.592558	1	0
58	39.000465	0	23.040351	1	0
59	39.42777	0	25.551154	1	0
60	36.778206	0	1.156766	1	0
61	36.39844	0	4.337619	1	0
62	36.283965	0	6.405117	1	0
63	36.913645	0	9.390029	1	0
64	36.445448	0	12.14929	1	0
65	36.535561	0	15.129693	1	0
66	36.192742	0	17.803249	1	0
67	36.414962	0	19.95275	1	0
68	37.009335	0	23.228503	1	0
69	36.889586	0	25.510405	1	0
70	33.748607	0	1.282447	1	0
71	33.328799	0	3.98272	1	0
72	33.473413	0	7.166247	1	0
73	33.485436	0	9.811117	1	0
74	33.653178	0	12.092153	1	0
75	33.472212	0	15.148604	1	0
76	33.733835	0	17.198133	1	0
77	33.920354	0	20.218311	1	0
78	34.223332	0	23.618018	1	0
79	33.469145	0	25.552882	1	0
80	31.024847	0	1.381678	1	0
81	30.75932	0	3.869288	1	0
82	31.513647	0	6.767099	1	0
83	31.13488	0	9.747116	1	0
84	30.759691	0	12.520038	1	0
85	31.025419	0	14.811506	1	0
86	31.136193	0	17.345013	1	0
87	31.225195	0	19.990101	1	0
88	30.620483	0	22.714702	1	0
89	31.493755	0	25.865663	1	0
90	27.950091	0	1.000316	1	0
91	27.825757	0	3.737214	1	0
92	27.965704	0	6.959469	1	0
93	28.765481	0	9.628334	1	0
94	28.637479	0	12.038886	1	0
95	27.863646	0	14.817058	1	0
96	28.587106	0	18.041789	1	0
97	28.187991	0	20.788767	1	0
98	28.366703	0	23.455088	1	0
99	27.986634	0	25.639316	1	0
100	25.702805	0	1.452981	1	0
101	25.140626	0	3.941028	1	0
102	25.979301	0	6.726657	1	0
103	26.067227	0	9.668982	1	0
104	25.297129	0	11.669215	1	0
105	25.411233	0	15.077873	1	0
106	25.423246	0	17.749141	1	0
107	25.401744	0	20.730756	1	0
108	25.708895	0	22.899841	1	0
109	25.927448	0	26.414899	1	0
110	22.568763	0	1.453906	1	0
111	22.787037	0	3.441959	1	0
112	22.714561	0	6.766914	1	0
113	22.332742	0	9.209535	1	0
114	22.597057	0	12.509674	1	0
115	22.906396	0	14.917635	1	0
116	22.789666	0	17.846017	1	0
117	22.488942	0	20.025635	1	0
118	22.340347	0	23.387756	1	0
119	22.844279	0	25.751031	1	0
120	20.39789	0	1.493461	1	0
121	19.596128	0	3.770796	1	0
122	19.822991	0	6.472987	1	0
123	20.120653	0	9.575639	1	0
124	20.348728	0	11.972833	1	0
125	20.304446	0	14.752215	1	0
126	19.694072	0	18.04419	1	0
127	20.102054	0	20.002136	1	0
128	20.323996	0	22.763057	1	0
129	19.763701	0	25.502767	1	0
130	17.214547	0	1.116825	1	0
131	17.170803	0	4.290947	1	0
132	16.986841	0	7.14172	1	0
133	16.781695	0	9.186744	1	0
134	16.940238	0	11.858829	1	0
135	17.001412	0	15.154089	1	0
136	16.826941	0	17.778584	1	0
137	17.255498	0	19.936296	1	0
138	17.68271	0	23.401182	1	0
139	17.307756	0	26.216502	1	0
140	14.560643	0	1.001935	1	0
141	14.891718	0	4.299595	1	0
142	15.062995	0	6.595081	1	0
143	14.807919	0	8.863932	1	0
144	14.101801	0	12.390387	1	0
145	14.750122	0	15.264021	1	0
146	14.669465	0	17.301269	1	0
147	14.640896	0	20.502614	1	0
148	14.331693	0	23.129498	1	0
149	14.781113	0	26.183627	1	0
150	12.301647	0	1.350183	1	0
